Train No,Train Name,SEQ,Station Code,Station Name,Arrival time,Departure Time,Distance,Source Station,Source Station Name,Destination Station,Destination Station Name
6041,MAS-QLN SPEC,18,KYJ,KAYANKULAM J,10:10:00,10:12:00,807,MAS,CHENNAI CENTRAL,QLN,QUILON
6041,MAS-QLN SPEC,19,QLN,QUILON,11:00:00,11:00:00,849,MAS,CHENNAI CENTRAL,QLN,QUILON
6043,MAS-QLN SPL,1,MAS,CHENNAI CENT,22:30:00,22:30:00,0,MAS,CHENNAI CENTRAL,QLN,QUILON
6043,MAS-QLN SPL,2,AJJ,ARAKKONAM JN,23:42:00,23:44:00,68,MAS,CHENNAI CENTRAL,QLN,QUILON
6043,MAS-QLN SPL,3,KPD,KATPADI JN,00:32:00,00:34:00,128,MAS,CHENNAI CENTRAL,QLN,QUILON
6043,MAS-QLN SPL,4,JTJ,JOLARPETTAI,01:55:00,02:00:00,212,MAS,CHENNAI CENTRAL,QLN,QUILON
6043,MAS-QLN SPL,5,SA,SALEM JN.,03:25:00,03:30:00,331,MAS,CHENNAI CENTRAL,QLN,QUILON
6043,MAS-QLN SPL,6,ED,ERODE JN.,04:30:00,04:35:00,391,MAS,CHENNAI CENTRAL,QLN,QUILON
6043,MAS-QLN SPL,7,TUP,TIRUPPUR,05:20:00,05:22:00,441,MAS,CHENNAI CENTRAL,QLN,QUILON
6043,MAS-QLN SPL,8,CBE,COIMBATORE,06:25:00,06:30:00,491,MAS,CHENNAI CENTRAL,QLN,QUILON
6043,MAS-QLN SPL,9,PGT,PALAKKAD JN,07:30:00,07:35:00,545,MAS,CHENNAI CENTRAL,QLN,QUILON
6043,MAS-QLN SPL,10,TCR,TRICHUR,09:05:00,09:07:00,621,MAS,CHENNAI CENTRAL,QLN,QUILON
6043,MAS-QLN SPL,11,AWY,ALWAYE,10:05:00,10:07:00,676,MAS,CHENNAI CENTRAL,QLN,QUILON
6043,MAS-QLN SPL,12,ERN,ERNAKULAM TO,10:30:00,10:35:00,693,MAS,CHENNAI CENTRAL,QLN,QUILON
6043,MAS-QLN SPL,13,KTYM,KOTTAYAM,11:58:00,12:00:00,752,MAS,CHENNAI CENTRAL,QLN,QUILON
6043,MAS-QLN SPL,14,CGY,CHANGANACHER,12:18:00,12:20:00,769,MAS,CHENNAI CENTRAL,QLN,QUILON
6043,MAS-QLN SPL,15,TRVL,TIRUVALLA,12:30:00,12:40:00,777,MAS,CHENNAI CENTRAL,QLN,QUILON
6043,MAS-QLN SPL,16,CNGR,CHENGANNUR,12:52:00,12:54:00,786,MAS,CHENNAI CENTRAL,QLN,QUILON
6043,MAS-QLN SPL,17,KYJ,KAYANKULAM J,13:20:00,13:25:00,807,MAS,CHENNAI CENTRAL,QLN,QUILON
6043,MAS-QLN SPL,18,QLN,QUILON,14:30:00,14:30:00,849,MAS,CHENNAI CENTRAL,QLN,QUILON
6047,MAS-QLN SPL,1,MAS,CHENNAI CENT,18:20:00,18:20:00,0,MAS,CHENNAI CENTRAL,QLN,QUILON
6047,MAS-QLN SPL,2,AJJ,ARAKKONAM JN,19:32:00,19:34:00,68,MAS,CHENNAI CENTRAL,QLN,QUILON
6047,MAS-QLN SPL,3,KPD,KATPADI JN,20:25:00,20:27:00,128,MAS,CHENNAI CENTRAL,QLN,QUILON
6047,MAS-QLN SPL,4,JTJ,JOLARPETTAI,21:47:00,21:52:00,212,MAS,CHENNAI CENTRAL,QLN,QUILON
6047,MAS-QLN SPL,5,SA,SALEM JN.,23:30:00,23:32:00,331,MAS,CHENNAI CENTRAL,QLN,QUILON
6047,MAS-QLN SPL,6,ED,ERODE JN.,00:34:00,00:39:00,391,MAS,CHENNAI CENTRAL,QLN,QUILON
6047,MAS-QLN SPL,7,TUP,TIRUPPUR,01:22:00,01:24:00,441,MAS,CHENNAI CENTRAL,QLN,QUILON
6047,MAS-QLN SPL,8,CBE,COIMBATORE,02:19:00,02:24:00,491,MAS,CHENNAI CENTRAL,QLN,QUILON
6047,MAS-QLN SPL,9,PGT,PALAKKAD JN,03:40:00,03:45:00,546,MAS,CHENNAI CENTRAL,QLN,QUILON
6047,MAS-QLN SPL,10,TCR,TRICHUR,05:18:00,05:20:00,622,MAS,CHENNAI CENTRAL,QLN,QUILON
6047,MAS-QLN SPL,11,AWY,ALWAYE,06:23:00,06:25:00,677,MAS,CHENNAI CENTRAL,QLN,QUILON
6047,MAS-QLN SPL,12,ERN,ERNAKULAM TO,07:15:00,07:20:00,694,MAS,CHENNAI CENTRAL,QLN,QUILON
6047,MAS-QLN SPL,13,KTYM,KOTTAYAM,08:28:00,08:30:00,752,MAS,CHENNAI CENTRAL,QLN,QUILON
6047,MAS-QLN SPL,14,CGY,CHANGANACHER,09:04:00,09:10:00,770,MAS,CHENNAI CENTRAL,QLN,QUILON
6047,MAS-QLN SPL,15,TRVL,TIRUVALLA,09:26:00,09:28:00,778,MAS,CHENNAI CENTRAL,QLN,QUILON
6047,MAS-QLN SPL,16,CNGR,CHENGANNUR,09:38:00,09:40:00,787,MAS,CHENNAI CENTRAL,QLN,QUILON
6047,MAS-QLN SPL,17,MVLK,MAVELIKARA,09:46:00,09:47:00,799,MAS,CHENNAI CENTRAL,QLN,QUILON
6047,MAS-QLN SPL,18,KYJ,KAYANKULAM J,09:50:00,09:52:00,807,MAS,CHENNAI CENTRAL,QLN,QUILON
6047,MAS-QLN SPL,19,QLN,QUILON,10:30:00,10:30:00,849,MAS,CHENNAI CENTRAL,QLN,QUILON
6058,MAS-SRC  EXP,1,MAS,CHENNAI CENT,15:15:00,15:15:00,0,MAS,CHENNAI CENTRAL,SRC,SANTRAGACHI JN.
6058,MAS-SRC  EXP,2,GDR,GUDUR JN.,17:40:00,17:42:00,137,MAS,CHENNAI CENTRAL,SRC,SANTRAGACHI JN.
6058,MAS-SRC  EXP,3,NLR,NELLORE,18:10:00,18:12:00,175,MAS,CHENNAI CENTRAL,SRC,SANTRAGACHI JN.
6058,MAS-SRC  EXP,4,OGL,ONGOLE,19:36:00,19:38:00,291,MAS,CHENNAI CENTRAL,SRC,SANTRAGACHI JN.
6058,MAS-SRC  EXP,5,BZA,VIJAYWADA JN,22:00:00,22:15:00,429,MAS,CHENNAI CENTRAL,SRC,SANTRAGACHI JN.
6058,MAS-SRC  EXP,6,EE,ELURU,23:07:00,23:09:00,489,MAS,CHENNAI CENTRAL,SRC,SANTRAGACHI JN.
6058,MAS-SRC  EXP,7,RJY,RAJAHMUNDRY,01:15:00,01:17:00,579,MAS,CHENNAI CENTRAL,SRC,SANTRAGACHI JN.
6058,MAS-SRC  EXP,8,SLO,SAMALKOT JN.,01:53:00,01:55:00,629,MAS,CHENNAI CENTRAL,SRC,SANTRAGACHI JN.
6058,MAS-SRC  EXP,9,AKP,ANAKAPALLE,03:40:00,03:42:00,746,MAS,CHENNAI CENTRAL,SRC,SANTRAGACHI JN.
6058,MAS-SRC  EXP,10,VSKP,VISAKHAPATNA,05:10:00,05:30:00,780,MAS,CHENNAI CENTRAL,SRC,SANTRAGACHI JN.
6058,MAS-SRC  EXP,11,VZM,VIZIANAGARAM,06:25:00,06:27:00,840,MAS,CHENNAI CENTRAL,SRC,SANTRAGACHI JN.
6058,MAS-SRC  EXP,12,BAM,BERHAMPUR,09:09:00,09:11:00,1056,MAS,CHENNAI CENTRAL,SRC,SANTRAGACHI JN.
6058,MAS-SRC  EXP,13,KUR,KHURDA ROAD,11:10:00,11:30:00,1203,MAS,CHENNAI CENTRAL,SRC,SANTRAGACHI JN.
6058,MAS-SRC  EXP,14,BBS,BHUBANESWAR,11:55:00,12:00:00,1222,MAS,CHENNAI CENTRAL,SRC,SANTRAGACHI JN.
6058,MAS-SRC  EXP,15,CTC,CUTTACK JN.,12:30:00,12:35:00,1249,MAS,CHENNAI CENTRAL,SRC,SANTRAGACHI JN.
6058,MAS-SRC  EXP,16,BHC,BHADRAKH,14:20:00,14:22:00,1365,MAS,CHENNAI CENTRAL,SRC,SANTRAGACHI JN.
6058,MAS-SRC  EXP,17,BLS,BALASORE,15:05:00,15:10:00,1427,MAS,CHENNAI CENTRAL,SRC,SANTRAGACHI JN.
6058,MAS-SRC  EXP,18,KGP,KHARAGPUR,16:35:00,16:40:00,1548,MAS,CHENNAI CENTRAL,SRC,SANTRAGACHI JN.
6058,MAS-SRC  EXP,19,SRC,SANTRAGACHI,19:00:00,19:00:00,1655,MAS,CHENNAI CENTRAL,SRC,SANTRAGACHI JN.
11028,MAS-CSMT MUM,1,MAS,CHENNAI CENT,23:55:00,23:55:00,0,MAS,CHENNAI CENTRAL,CSMT,CST-MUMBAI
11028,MAS-CSMT MUM,2,TRL,TIRUVALLUR,00:33:00,00:35:00,41,MAS,CHENNAI CENTRAL,CSMT,CST-MUMBAI
11028,MAS-CSMT MUM,3,AJJ,ARAKKONAM JN,01:03:00,01:05:00,68,MAS,CHENNAI CENTRAL,CSMT,CST-MUMBAI
11028,MAS-CSMT MUM,4,TRT,TIRUTTANI,01:23:00,01:25:00,80,MAS,CHENNAI CENTRAL,CSMT,CST-MUMBAI
11028,MAS-CSMT MUM,5,PUT,PUTUR,01:53:00,01:55:00,113,MAS,CHENNAI CENTRAL,CSMT,CST-MUMBAI
11028,MAS-CSMT MUM,6,RU,RENIGUNTA JN,02:35:00,02:40:00,138,MAS,CHENNAI CENTRAL,CSMT,CST-MUMBAI
11028,MAS-CSMT MUM,7,KOU,KODURU,03:18:00,03:20:00,179,MAS,CHENNAI CENTRAL,CSMT,CST-MUMBAI
11028,MAS-CSMT MUM,8,RJP,RAZAMPETA,03:53:00,03:55:00,213,MAS,CHENNAI CENTRAL,CSMT,CST-MUMBAI
11028,MAS-CSMT MUM,9,NRE,NANDALUR,04:08:00,04:10:00,224,MAS,CHENNAI CENTRAL,CSMT,CST-MUMBAI
11028,MAS-CSMT MUM,10,HX,CUDDAPAH,04:48:00,04:50:00,263,MAS,CHENNAI CENTRAL,CSMT,CST-MUMBAI
11028,MAS-CSMT MUM,11,KKM,KAMALAPURAM,05:14:00,05:15:00,287,MAS,CHENNAI CENTRAL,CSMT,CST-MUMBAI
11028,MAS-CSMT MUM,12,YA,YERRA GUNTLA,05:29:00,05:30:00,303,MAS,CHENNAI CENTRAL,CSMT,CST-MUMBAI
11028,MAS-CSMT MUM,13,MOO,MUDDANURU,05:49:00,05:50:00,319,MAS,CHENNAI CENTRAL,CSMT,CST-MUMBAI
11028,MAS-CSMT MUM,14,KDP,KONDAPURAM,06:29:00,06:30:00,344,MAS,CHENNAI CENTRAL,CSMT,CST-MUMBAI
11028,MAS-CSMT MUM,15,TU,TADIPATRI,06:59:00,07:00:00,372,MAS,CHENNAI CENTRAL,CSMT,CST-MUMBAI
11028,MAS-CSMT MUM,16,RLO,RAYALCHERUVU,07:19:00,07:20:00,396,MAS,CHENNAI CENTRAL,CSMT,CST-MUMBAI
11028,MAS-CSMT MUM,17,GY,GOOTY JN.,07:48:00,07:50:00,420,MAS,CHENNAI CENTRAL,CSMT,CST-MUMBAI
11028,MAS-CSMT MUM,18,GTL,GUNTAKAL JN.,08:30:00,08:40:00,448,MAS,CHENNAI CENTRAL,CSMT,CST-MUMBAI
11028,MAS-CSMT MUM,19,NRR,NAGARUR,09:09:00,09:10:00,490,MAS,CHENNAI CENTRAL,CSMT,CST-MUMBAI
11028,MAS-CSMT MUM,20,AD,ADONI,09:28:00,09:30:00,500,MAS,CHENNAI CENTRAL,CSMT,CST-MUMBAI
11028,MAS-CSMT MUM,21,KGL,KUPGAL,09:39:00,09:40:00,514,MAS,CHENNAI CENTRAL,CSMT,CST-MUMBAI
11028,MAS-CSMT MUM,22,KO,KOSGI,09:49:00,09:50:00,528,MAS,CHENNAI CENTRAL,CSMT,CST-MUMBAI
11028,MAS-CSMT MUM,23,MALM,MANTHRALAYAM,10:09:00,10:10:00,541,MAS,CHENNAI CENTRAL,CSMT,CST-MUMBAI
11028,MAS-CSMT MUM,24,MTU,MATMARI,10:19:00,10:20:00,552,MAS,CHENNAI CENTRAL,CSMT,CST-MUMBAI
11028,MAS-CSMT MUM,25,RC,RAICHUR,10:43:00,10:45:00,569,MAS,CHENNAI CENTRAL,CSMT,CST-MUMBAI
11028,MAS-CSMT MUM,26,KSN,KRISHNA,11:15:00,11:20:00,594,MAS,CHENNAI CENTRAL,CSMT,CST-MUMBAI
11028,MAS-CSMT MUM,27,SADP,SAIDAPUR,11:49:00,11:50:00,614,MAS,CHENNAI CENTRAL,CSMT,CST-MUMBAI
11028,MAS-CSMT MUM,28,YG,YADGIR,12:14:00,12:15:00,638,MAS,CHENNAI CENTRAL,CSMT,CST-MUMBAI
11028,MAS-CSMT MUM,29,NW,NALWAR,12:34:00,12:35:00,663,MAS,CHENNAI CENTRAL,CSMT,CST-MUMBAI
11028,MAS-CSMT MUM,30,WADI,WADI JN.,14:55:00,15:00:00,676,MAS,CHENNAI CENTRAL,CSMT,CST-MUMBAI
11028,MAS-CSMT MUM,31,SDB,SHAHABAD,15:12:00,15:13:00,687,MAS,CHENNAI CENTRAL,CSMT,CST-MUMBAI
11028,MAS-CSMT MUM,32,GR,GULBARGA,15:42:00,15:45:00,713,MAS,CHENNAI CENTRAL,CSMT,CST-MUMBAI
11028,MAS-CSMT MUM,33,GUR,GANGAPUR ROA,16:11:00,16:12:00,740,MAS,CHENNAI CENTRAL,CSMT,CST-MUMBAI
11028,MAS-CSMT MUM,34,DUD,DUDHANI,16:39:00,16:40:00,763,MAS,CHENNAI CENTRAL,CSMT,CST-MUMBAI
11028,MAS-CSMT MUM,35,AKOR,AKALKOT ROAD,17:14:00,17:15:00,791,MAS,CHENNAI CENTRAL,CSMT,CST-MUMBAI
11028,MAS-CSMT MUM,36,HG,HOTGI JN.,17:35:00,17:37:00,811,MAS,CHENNAI CENTRAL,CSMT,CST-MUMBAI
11028,MAS-CSMT MUM,37,SUR,SOLAPUR,18:10:00,18:20:00,826,MAS,CHENNAI CENTRAL,CSMT,CST-MUMBAI
11028,MAS-CSMT MUM,38,MO,MOHOL,18:49:00,18:50:00,859,MAS,CHENNAI CENTRAL,CSMT,CST-MUMBAI
11028,MAS-CSMT MUM,39,MA,MADHA,19:15:00,19:16:00,889,MAS,CHENNAI CENTRAL,CSMT,CST-MUMBAI
11028,MAS-CSMT MUM,40,KWV,KURDUVADI JN,19:35:00,19:37:00,905,MAS,CHENNAI CENTRAL,CSMT,CST-MUMBAI
11028,MAS-CSMT MUM,41,KEM,KEM,19:55:00,19:56:00,923,MAS,CHENNAI CENTRAL,CSMT,CST-MUMBAI
11028,MAS-CSMT MUM,42,JEUR,JEUR,20:14:00,20:15:00,939,MAS,CHENNAI CENTRAL,CSMT,CST-MUMBAI
11028,MAS-CSMT MUM,43,BGVN,BHIGVAN,21:04:00,21:05:00,986,MAS,CHENNAI CENTRAL,CSMT,CST-MUMBAI
11028,MAS-CSMT MUM,44,DD,DAUND JN.,21:50:00,21:55:00,1014,MAS,CHENNAI CENTRAL,CSMT,CST-MUMBAI
11028,MAS-CSMT MUM,45,PUNE,PUNE JN.,23:25:00,23:35:00,1092,MAS,CHENNAI CENTRAL,CSMT,CST-MUMBAI
11028,MAS-CSMT MUM,46,KK,KHADKI,23:44:00,23:45:00,1098,MAS,CHENNAI CENTRAL,CSMT,CST-MUMBAI
11028,MAS-CSMT MUM,47,LNL,LONAVLA,00:42:00,00:45:00,1155,MAS,CHENNAI CENTRAL,CSMT,CST-MUMBAI
11028,MAS-CSMT MUM,48,KJT,KARJAT,01:33:00,01:35:00,1183,MAS,CHENNAI CENTRAL,CSMT,CST-MUMBAI
11028,MAS-CSMT MUM,49,KYN,KALYAN JN,02:27:00,02:30:00,1230,MAS,CHENNAI CENTRAL,CSMT,CST-MUMBAI
11028,MAS-CSMT MUM,50,TNA,THANE,02:42:00,02:45:00,1250,MAS,CHENNAI CENTRAL,CSMT,CST-MUMBAI
11028,MAS-CSMT MUM,51,DR,DADAR,03:12:00,03:15:00,1274,MAS,CHENNAI CENTRAL,CSMT,CST-MUMBAI
11028,MAS-CSMT MUM,52,CSMT,CST-MUMBAI,03:45:00,03:45:00,1283,MAS,CHENNAI CENTRAL,CSMT,CST-MUMBAI
11042,MAS-CSMT MUM,1,MAS,CHENNAI CENT,12:20:00,12:20:00,0,MAS,CHENNAI CENTRAL,CSMT,CST-MUMBAI
11042,MAS-CSMT MUM,2,AJJ,ARAKKONAM JN,13:23:00,13:25:00,68,MAS,CHENNAI CENTRAL,CSMT,CST-MUMBAI
11042,MAS-CSMT MUM,3,TRT,TIRUTTANI,13:43:00,13:45:00,80,MAS,CHENNAI CENTRAL,CSMT,CST-MUMBAI
11042,MAS-CSMT MUM,4,PUT,PUTUR,14:13:00,14:15:00,113,MAS,CHENNAI CENTRAL,CSMT,CST-MUMBAI
11042,MAS-CSMT MUM,5,RU,RENIGUNTA JN,14:50:00,14:55:00,138,MAS,CHENNAI CENTRAL,CSMT,CST-MUMBAI
11042,MAS-CSMT MUM,6,KOU,KODURU,15:29:00,15:30:00,179,MAS,CHENNAI CENTRAL,CSMT,CST-MUMBAI
11042,MAS-CSMT MUM,7,RJP,RAZAMPETA,15:59:00,16:00:00,213,MAS,CHENNAI CENTRAL,CSMT,CST-MUMBAI
11042,MAS-CSMT MUM,8,NRE,NANDALUR,16:14:00,16:15:00,224,MAS,CHENNAI CENTRAL,CSMT,CST-MUMBAI
11042,MAS-CSMT MUM,9,HX,CUDDAPAH,16:49:00,16:50:00,263,MAS,CHENNAI CENTRAL,CSMT,CST-MUMBAI
11042,MAS-CSMT MUM,10,KKM,KAMALAPURAM,17:09:00,17:10:00,287,MAS,CHENNAI CENTRAL,CSMT,CST-MUMBAI
11042,MAS-CSMT MUM,11,YA,YERRA GUNTLA,17:34:00,17:35:00,303,MAS,CHENNAI CENTRAL,CSMT,CST-MUMBAI
11042,MAS-CSMT MUM,12,MOO,MUDDANURU,17:54:00,17:55:00,319,MAS,CHENNAI CENTRAL,CSMT,CST-MUMBAI
11042,MAS-CSMT MUM,13,KDP,KONDAPURAM,18:29:00,18:30:00,344,MAS,CHENNAI CENTRAL,CSMT,CST-MUMBAI
11042,MAS-CSMT MUM,14,TU,TADIPATRI,18:54:00,18:55:00,372,MAS,CHENNAI CENTRAL,CSMT,CST-MUMBAI
11042,MAS-CSMT MUM,15,GY,GOOTY JN.,19:28:00,19:30:00,420,MAS,CHENNAI CENTRAL,CSMT,CST-MUMBAI
11042,MAS-CSMT MUM,16,GTL,GUNTAKAL JN.,20:05:00,20:25:00,448,MAS,CHENNAI CENTRAL,CSMT,CST-MUMBAI
11042,MAS-CSMT MUM,17,AD,ADONI,21:13:00,21:15:00,500,MAS,CHENNAI CENTRAL,CSMT,CST-MUMBAI
11042,MAS-CSMT MUM,18,MALM,MANTHRALAYAM,21:49:00,21:50:00,541,MAS,CHENNAI CENTRAL,CSMT,CST-MUMBAI
11042,MAS-CSMT MUM,19,RC,RAICHUR,22:18:00,22:20:00,569,MAS,CHENNAI CENTRAL,CSMT,CST-MUMBAI
11042,MAS-CSMT MUM,20,KSN,KRISHNA,22:49:00,22:50:00,594,MAS,CHENNAI CENTRAL,CSMT,CST-MUMBAI
11042,MAS-CSMT MUM,21,YG,YADGIR,23:33:00,23:35:00,638,MAS,CHENNAI CENTRAL,CSMT,CST-MUMBAI
11042,MAS-CSMT MUM,22,WADI,WADI JN.,01:40:00,01:45:00,676,MAS,CHENNAI CENTRAL,CSMT,CST-MUMBAI
11042,MAS-CSMT MUM,23,SDB,SHAHABAD,01:57:00,01:58:00,687,MAS,CHENNAI CENTRAL,CSMT,CST-MUMBAI
11042,MAS-CSMT MUM,24,GR,GULBARGA,02:22:00,02:25:00,713,MAS,CHENNAI CENTRAL,CSMT,CST-MUMBAI
11042,MAS-CSMT MUM,25,SUR,SOLAPUR,04:30:00,04:40:00,826,MAS,CHENNAI CENTRAL,CSMT,CST-MUMBAI
11042,MAS-CSMT MUM,26,KWV,KURDUVADI JN,05:55:00,05:57:00,905,MAS,CHENNAI CENTRAL,CSMT,CST-MUMBAI
11042,MAS-CSMT MUM,27,DD,DAUND JN.,08:00:00,08:05:00,1014,MAS,CHENNAI CENTRAL,CSMT,CST-MUMBAI
11042,MAS-CSMT MUM,28,PUNE,PUNE JN.,09:30:00,09:35:00,1092,MAS,CHENNAI CENTRAL,CSMT,CST-MUMBAI
11042,MAS-CSMT MUM,29,KK,KHADKI,09:44:00,09:45:00,1098,MAS,CHENNAI CENTRAL,CSMT,CST-MUMBAI
11042,MAS-CSMT MUM,30,LNL,LONAVLA,10:43:00,10:45:00,1155,MAS,CHENNAI CENTRAL,CSMT,CST-MUMBAI
11042,MAS-CSMT MUM,31,KYN,KALYAN JN,12:17:00,12:20:00,1230,MAS,CHENNAI CENTRAL,CSMT,CST-MUMBAI
11042,MAS-CSMT MUM,32,TNA,THANE,12:37:00,12:40:00,1250,MAS,CHENNAI CENTRAL,CSMT,CST-MUMBAI
11042,MAS-CSMT MUM,33,DR,DADAR,13:02:00,13:05:00,1274,MAS,CHENNAI CENTRAL,CSMT,CST-MUMBAI
11042,MAS-CSMT MUM,34,CSMT,CST-MUMBAI,13:35:00,13:35:00,1283,MAS,CHENNAI CENTRAL,CSMT,CST-MUMBAI
11074,CHENNAI - LT,1,MAS,CHENNAI CENT,15:15:00,15:15:00,0,MAS,CHENNAI CENTRAL,LTT,LOKMANYA TILAK TERMINUS
11074,CHENNAI - LT,2,AJJ,ARAKKONAM JN,16:18:00,16:20:00,68,MAS,CHENNAI CENTRAL,LTT,LOKMANYA TILAK TERMINUS
11074,CHENNAI - LT,3,RU,RENIGUNTA JN,17:55:00,18:00:00,138,MAS,CHENNAI CENTRAL,LTT,LOKMANYA TILAK TERMINUS
11074,CHENNAI - LT,4,HX,CUDDAPAH,19:43:00,19:45:00,263,MAS,CHENNAI CENTRAL,LTT,LOKMANYA TILAK TERMINUS
11074,CHENNAI - LT,5,YA,YERRA GUNTLA,20:19:00,20:20:00,303,MAS,CHENNAI CENTRAL,LTT,LOKMANYA TILAK TERMINUS
11074,CHENNAI - LT,6,GY,GOOTY JN.,22:29:00,22:30:00,420,MAS,CHENNAI CENTRAL,LTT,LOKMANYA TILAK TERMINUS
11074,CHENNAI - LT,7,GTL,GUNTAKAL JN.,23:05:00,23:10:00,448,MAS,CHENNAI CENTRAL,LTT,LOKMANYA TILAK TERMINUS
11074,CHENNAI - LT,8,AD,ADONI,23:53:00,23:55:00,500,MAS,CHENNAI CENTRAL,LTT,LOKMANYA TILAK TERMINUS
11074,CHENNAI - LT,9,MALM,MANTHRALAYAM,00:33:00,00:35:00,541,MAS,CHENNAI CENTRAL,LTT,LOKMANYA TILAK TERMINUS
11074,CHENNAI - LT,10,RC,RAICHUR,01:03:00,01:05:00,569,MAS,CHENNAI CENTRAL,LTT,LOKMANYA TILAK TERMINUS
11074,CHENNAI - LT,11,YG,YADGIR,02:00:00,02:02:00,638,MAS,CHENNAI CENTRAL,LTT,LOKMANYA TILAK TERMINUS
11074,CHENNAI - LT,12,WADI,WADI JN.,04:00:00,04:05:00,676,MAS,CHENNAI CENTRAL,LTT,LOKMANYA TILAK TERMINUS
11074,CHENNAI - LT,13,GR,GULBARGA,04:37:00,04:40:00,713,MAS,CHENNAI CENTRAL,LTT,LOKMANYA TILAK TERMINUS
